Region,District,Local Government,Locality,Postcode,SA1,Electors,LG Sort Name,
South Metropolitan,Victoria Park,City of Canning,St James,6102,5112440,172,Canning,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112441,229,Canning,
South Metropolitan,Victoria Park,Town of Victoria Park,Bentley,6102,5112442,307,Victoria Park,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112443,219,Canning,
South Metropolitan,Victoria Park,City of Canning,Bentley,6102,5112444,227,Canning,
South Metropolitan,Victoria Park,Town of Victoria Park,Bentley,6102,5112445,297,Victoria Park,
South Metropolitan,Victoria Park,City of Canning,Wilson,6107,5112446,387,Canning,
South Metropolitan,Victoria Park,City of Canning,St James,6102,5112447,221,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112501,238,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112502,240,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112504,380,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112505,230,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112506,326,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112507,253,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112509,239,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112510,187,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112511,255,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112512,260,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112513,227,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112514,253,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112515,236,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112516,138,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112517,433,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112518,169,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112519,362,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112520,224,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112521,212,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112522,345,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112524,189,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112525,304,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112526,322,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112527,150,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112528,165,Canning,
South Metropolitan,Jandakot,City of Canning,Canning Vale,6155,5112529,122,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112701,258,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112702,272,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112704,331,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112706,282,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112707,396,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112708,365,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112714,274,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112715,314,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112716,220,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112718,282,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112719,160,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112720,283,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112721,305,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112722,158,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112723,163,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112724,350,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112725,255,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112726,305,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112727,250,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112728,146,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112729,142,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112730,278,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112731,178,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112732,10,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112732,195,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112733,469,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112734,73,Canning,
South Metropolitan,Cannington,City of Canning,Cannington,6107,5112735,203,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112736,186,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112737,219,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112738,417,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112739,266,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112740,262,Canning,
South Metropolitan,Cannington,City of Canning,East Cannington,6107,5112741,251,Canning,
South Metropolitan,Cannington,City of Canning,Queens Park,6107,5112742,182,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112801,151,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112802,251,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112803,178,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112804,188,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112805,226,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112806,217,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112807,177,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112809,415,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112810,204,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112811,155,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112812,272,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112813,373,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112814,310,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112815,295,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112816,198,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112818,329,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112819,352,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112820,219,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112821,127,Canning,
South Metropolitan,Cannington,City of Canning,Lynwood,6147,5112822,239,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112823,239,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112824,289,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112825,387,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112826,322,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112827,235,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112828,163,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112829,209,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112830,334,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112831,417,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112832,318,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112833,179,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112834,237,Canning,
South Metropolitan,Cannington,City of Canning,Parkwood,6147,5112835,320,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112836,221,Canning,
South Metropolitan,Cannington,City of Canning,Ferndale,6148,5112837,297,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112901,330,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112902,228,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112903,269,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112904,277,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112905,226,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112906,406,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112907,224,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112908,201,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112908,20,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112909,320,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112910,102,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112911,213,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112912,320,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112913,429,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112914,218,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112914,35,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112915,291,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112916,176,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112917,389,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112918,8,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112918,200,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112919,118,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112920,332,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112921,312,Canning,
South Metropolitan,Cannington,City of Canning,Riverton,6148,5112922,247,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112923,358,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112924,224,Canning,
South Metropolitan,Riverton,City of Canning,Riverton,6148,5112925,413,Canning,
South Metropolitan,Cannington,City of Canning,Riverton,6148,5112926,409,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112927,373,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112928,249,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112929,173,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112930,187,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112931,184,Canning,
South Metropolitan,Riverton,City of Canning,Shelley,6148,5112932,316,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5112933,89,Canning,
East Metropolitan,Belmont,City of Canning,Welshpool,6106,5113001,1,Canning,
South Metropolitan,Cannington,City of Canning,Welshpool,6106,5113001,4,Canning,
South Metropolitan,Victoria Park,City of Canning,Welshpool,6106,5113001,6,Canning,
South Metropolitan,Victoria Park,Town of Victoria Park,Welshpool,6106,5113001,2,Victoria Park,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113101,264,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113102,357,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113103,200,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113104,235,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113105,319,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113106,221,Canning,
South Metropolitan,Riverton,City of Canning,Rossmoyne,6148,5113107,5,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113107,195,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113108,298,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113109,338,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113110,330,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113111,196,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113112,316,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113113,261,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113114,320,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113115,272,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113116,208,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113117,241,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113118,345,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113119,220,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113120,332,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113121,143,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113122,197,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113123,346,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113124,232,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113125,374,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113126,283,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113127,289,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113128,254,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113129,354,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113130,312,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113131,379,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113132,390,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113133,342,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113134,294,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113135,212,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113136,261,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113137,355,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113138,309,Canning,
South Metropolitan,Riverton,City of Canning,Willetton,6155,5113139,284,Canning,
South Metropolitan,Cannington,City of Gosnells,Langford,6147,5113201,192,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Langford,6147,5113202,233,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Beckenham,6107,5113203,310,Gosnells,
East Metropolitan,Forrestfield,City of Gosnells,Kenwick,6107,5113204,285,Gosnells,
East Metropolitan,Forrestfield,City of Gosnells,Kenwick,6107,5113205,391,Gosnells,
East Metropolitan,Forrestfield,City of Gosnells,Kenwick,6107,5113206,367,Gosnells,
East Metropolitan,Thornlie,City of Gosnells,Kenwick,6107,5113207,167,Gosnells,
East Metropolitan,Forrestfield,City of Gosnells,Kenwick,6107,5113208,140,Gosnells,
East Metropolitan,Forrestfield,City of Gosnells,Kenwick,6107,5113209,5,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Beckenham,6107,5113210,158,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Beckenham,6107,5113211,274,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Beckenham,6107,5113212,229,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Beckenham,6107,5113213,409,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Langford,6147,5113214,275,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Langford,6147,5113215,184,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Langford,6147,5113216,186,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Langford,6147,5113217,357,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Langford,6147,5113218,306,Gosnells,
South Metropolitan,Cannington,City of Gosnells,Beckenham,6107,5113219,328,Gosnells,
East Metropolitan,Forrestfield,City of Gosnells,Kenwick,6107,5113220,179,Gosnells,
East Metropolitan,Forrestfield,City of Gosnells,Kenwick,6107,5113221,223,Gosnells,
